,name,github_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,category,projectrank_placing,license,trending,updated_github_id
66,fast-cma-es,dietmarwo/fast-cma-es,https://github.com/dietmarwo/fast-cma-es,https://github.com/dietmarwo/fast-cma-es,2020-01-14 12:22:14,2024-11-12 13:32:56,2024-11-12 13:32:19,993,11.0,19.0,4.0,9.0,2.0,15.0,130,,,,,,A Python 3 gradient-free optimization library.,71.0,71.0,6.0,14,True,others,2.0,MIT,,
67,DistributedEvolutionaryComputation,Evolutionary-Intelligence/DistributedEvolutionaryComputation,https://github.com/Evolutionary-Intelligence/DistributedEvolutionaryComputation,https://github.com/Evolutionary-Intelligence/DistributedEvolutionaryComputation,2021-01-26 09:27:49,2025-01-16 15:47:14,2025-01-16 15:47:13,3220,342.0,33.0,3.0,62.0,,,124,,,,,,A (still growing) paper list of Evolutionary Computation (EC) published in some (rather all) top-tier (and also EC-..,,,15.0,14,False,others,2.0,CC0-1.0,,
68,cambrian,cambrian-mllm/cambrian,https://github.com/cambrian-mllm/cambrian,https://github.com/cambrian-mllm/cambrian,2024-06-17 07:00:41,2024-10-30 18:59:56,2024-10-30 18:59:53,59,4.0,123.0,23.0,13.0,39.0,33.0,1823,,,,,,Cambrian-1 is a family of multimodal LLMs with a vision-centric design.,2.0,2.0,4.0,13,True,others,2.0,Apache-2.0,,
69,multi-agent-emergence-environments,openai/multi-agent-emergence-environments,https://github.com/openai/multi-agent-emergence-environments,https://github.com/openai/multi-agent-emergence-environments,2019-08-12 22:59:09,2024-07-30 20:54:31,2020-11-11 03:42:31,7,,309.0,186.0,21.0,23.0,8.0,1681,,,,,,Environment generation code for the paper Emergent Tool Use From Multi-Agent Autocurricula.,,,3.0,13,False,others,2.0,MIT,,
70,brain-tokyo-workshop,google/brain-tokyo-workshop,https://github.com/google/brain-tokyo-workshop,https://github.com/google/brain-tokyo-workshop,2019-07-10 06:47:40,2024-07-09 17:49:39,2022-06-22 21:53:53,101,,330.0,38.0,94.0,14.0,13.0,1260,,,,,,,,,12.0,13,False,others,2.0,Apache-2.0,,
71,evotorch,nnaisense/evotorch,https://github.com/nnaisense/evotorch,https://github.com/nnaisense/evotorch,2022-08-08 18:03:06,2024-11-18 21:31:00,2024-11-05 19:42:30,76,2.0,63.0,17.0,73.0,11.0,34.0,1033,2023-11-02 11:09:00,0.5.1,,,8.0,"Advanced evolutionary computation library built directly on top of PyTorch, created at NNAISENSE.",,,6.0,13,True,others,2.0,Apache-2.0,,
72,optim,kthohr/optim,https://github.com/kthohr/optim,https://github.com/kthohr/optim,2017-06-14 01:31:47,2024-04-28 14:30:24,2024-04-28 14:30:23,307,,136.0,39.0,11.0,6.0,53.0,832,,,,,,OptimLib: a lightweight C++ library of numerical optimization methods for nonlinear functions.,,,3.0,13,True,others,2.0,Apache-2.0,,
73,EC-Bestiary,fcampelo/EC-Bestiary,https://github.com/fcampelo/EC-Bestiary,https://github.com/fcampelo/EC-Bestiary,2016-03-26 02:55:34,2024-04-25 15:23:43,2024-04-25 15:23:35,236,,66.0,39.0,11.0,71.0,103.0,615,2018-06-20 07:55:06,2.0.1,,,2.0,"A bestiary of evolutionary, swarm and other metaphor-based algorithms.",,,6.0,13,False,others,2.0,,,
74,topy,williamhunter/topy,https://github.com/williamhunter/topy,https://github.com/williamhunter/topy,2015-09-11 09:55:30,2022-08-31 11:37:33,2022-08-31 11:37:33,183,,127.0,34.0,22.0,11.0,26.0,495,2020-05-01 12:04:08,0.4.1,583.0,5.0,7.0,Topology Optimization using Python.,,,11.0,13,False,others,2.0,,,
75,DeepSwarm,Pattio/DeepSwarm,https://github.com/Pattio/DeepSwarm,https://github.com/Pattio/DeepSwarm,2018-12-31 14:06:41,2021-03-25 22:37:52,2019-07-15 18:47:10,133,,37.0,16.0,1.0,4.0,7.0,325,2019-05-24 10:34:32,0.0.9,,,3.0,Neural Architecture Search Powered by Swarm Intelligence.,6.0,6.0,,13,False,others,2.0,MIT,,
76,cellpylib,lantunes/cellpylib,https://github.com/lantunes/cellpylib,https://github.com/lantunes/cellpylib,2018-03-24 16:33:15,2023-02-21 12:34:45,2023-02-21 12:34:28,183,,33.0,8.0,10.0,7.0,19.0,233,,,,,,"A library for working with Cellular Automata, for Python.",32.0,32.0,3.0,13,False,others,2.0,Apache-2.0,,
77,humpday,microprediction/humpday,https://github.com/microprediction/humpday,https://github.com/microprediction/humpday,2020-10-23 18:58:25,2024-01-21 02:27:07,2024-01-21 02:27:07,300,,19.0,6.0,3.0,27.0,3.0,137,2023-03-05 02:32:22,0.7.1,,,19.0,Elo ratings for global black box derivative-free optimizers.,11.0,11.0,5.0,13,True,others,2.0,MIT,,
78,DEHB,automl/DEHB,https://github.com/automl/DEHB,https://github.com/automl/DEHB,2020-07-28 21:13:24,2024-08-12 11:54:18,2024-08-12 11:50:23,420,,16.0,10.0,61.0,11.0,25.0,73,2024-07-11 13:01:56,0.1.2,53.0,3.0,5.0,,18.0,18.0,10.0,13,False,others,2.0,Apache-2.0,-3.0,
79,FireflyAlgorithm,firefly-cpp/FireflyAlgorithm,https://github.com/firefly-cpp/FireflyAlgorithm,https://github.com/firefly-cpp/FireflyAlgorithm,2017-01-02 10:43:04,2025-01-04 20:03:28,2025-01-04 19:05:26,111,1.0,27.0,4.0,15.0,,6.0,59,2025-01-04 20:03:28,0.4.6,,,18.0,Implementation of Firefly Algorithm in Python.,4.0,4.0,6.0,13,False,others,2.0,MIT,,
80,biosim4,davidrmiller/biosim4,https://github.com/davidrmiller/biosim4,https://github.com/davidrmiller/biosim4,2021-09-18 09:20:11,2024-11-12 23:02:24,2024-11-12 23:02:23,60,1.0,459.0,91.0,46.0,35.0,25.0,3222,,,,,,Biological evolution simulator.,,,14.0,12,False,others,2.0,,,
81,evolution-strategies-starter,openai/evolution-strategies-starter,https://github.com/openai/evolution-strategies-starter,https://github.com/openai/evolution-strategies-starter,2017-03-24 16:14:07,2019-10-31 09:20:13,2018-11-22 00:40:02,4,,278.0,240.0,2.0,15.0,7.0,1579,,,,,,Code for the paper Evolution Strategies as a Scalable Alternative to Reinforcement Learning.,,,2.0,12,False,others,2.0,MIT,,
82,arena,diambra/arena,https://github.com/diambra/arena,https://github.com/diambra/arena,2021-01-26 12:24:04,2024-06-11 01:49:14,2024-06-11 01:49:14,748,,23.0,10.0,70.0,3.0,39.0,319,,,,,,DIAMBRA Arena: a New Reinforcement Learning Platform for Research and Experimentation.,10.0,10.0,5.0,12,False,others,2.0,,,
83,Gentopia,Gentopia-AI/Gentopia,https://github.com/Gentopia-AI/Gentopia,https://github.com/Gentopia-AI/Gentopia,2023-05-29 22:35:23,2023-11-27 02:42:21,2023-10-08 01:37:52,151,,40.0,3.0,60.0,2.0,3.0,306,2023-08-22 04:55:24,beta-release,,,1.0,Build Hierarchical Autonomous Agents through Config. Collaborative Growth of Specialized Agents.,3.0,3.0,7.0,12,False,others,2.0,MIT,,
84,loss-of-plasticity,shibhansh/loss-of-plasticity,https://github.com/shibhansh/loss-of-plasticity,https://github.com/shibhansh/loss-of-plasticity,2022-10-13 18:36:40,2024-11-03 19:10:17,2024-11-03 19:10:17,59,2.0,49.0,7.0,2.0,,7.0,252,2024-05-03 20:39:11,1.1,,,2.0,Demonstrations of Loss of Plasticity and Implementation of Continual Backpropagation.,5.0,5.0,5.0,12,True,others,2.0,MIT,,
85,design-bench,brandontrabucco/design-bench,https://github.com/brandontrabucco/design-bench,https://github.com/brandontrabucco/design-bench,2020-06-25 16:15:28,2024-04-21 15:51:41,2024-01-29 19:05:57,267,,17.0,5.0,7.0,13.0,6.0,84,2021-10-22 19:07:35,2_0_20,,,18.0,Benchmarks for Model-Based Optimization.,23.0,23.0,5.0,12,False,others,2.0,MIT,,
86,craftium,mikelma/craftium,https://github.com/mikelma/craftium,https://github.com/mikelma/craftium,2024-06-04 14:48:25,2024-11-29 10:16:21,2024-11-23 21:05:36,11824,22.0,4.0,2.0,,2.0,3.0,54,,,,,,"A framework for creating rich, 3D, Minecraft-like single and multi-agent environments for AI research based on Minetest.",,,989.0,12,False,others,2.0,,,
87,morphogenesis-resources,jasonwebb/morphogenesis-resources,https://github.com/jasonwebb/morphogenesis-resources,https://github.com/jasonwebb/morphogenesis-resources,2019-04-23 00:42:15,2024-08-13 03:10:14,2024-08-13 03:10:11,223,,111.0,105.0,8.0,25.0,12.0,2069,,,,,,"Resources on the topic of digital morphogenesis (creating form with code). Includes links to major articles, code..",,,7.0,11,False,others,2.0,,,
88,deep-neuroevolution,uber-research/deep-neuroevolution,https://github.com/uber-research/deep-neuroevolution,https://github.com/uber-research/deep-neuroevolution,2018-01-04 01:12:25,2024-01-08 03:03:13,2019-10-24 16:07:15,38,,298.0,79.0,24.0,16.0,17.0,1636,,,,,,Deep Neuroevolution.,,,15.0,11,False,others,2.0,,,
89,estool,hardmaru/estool,https://github.com/hardmaru/estool,https://github.com/hardmaru/estool,2017-10-29 07:20:10,2022-12-08 10:43:25,2022-01-20 15:40:02,76,,161.0,32.0,13.0,6.0,21.0,943,,,,,,Evolution Strategies Tool.,,,9.0,11,False,others,2.0,,,
90,AgentGym,WooooDyy/AgentGym,https://github.com/WooooDyy/AgentGym,https://github.com/WooooDyy/AgentGym,2024-05-27 08:00:04,2024-12-16 15:25:23,2024-12-16 15:25:23,40,5.0,50.0,5.0,21.0,2.0,13.0,380,,,,,,Code and implementations for the paper AgentGym: Evolving Large Language Model-based Agents across Diverse..,,,10.0,11,True,others,2.0,MIT,,
91,symbiants,MeoMix/symbiants,https://github.com/MeoMix/symbiants,https://github.com/MeoMix/symbiants,2023-02-25 01:48:23,2024-08-13 01:44:10,2024-08-13 01:39:25,690,,3.0,4.0,8.0,20.0,28.0,221,,,,,,Ant Colony Sim + Daily Mental Health Exercises.,,,3.0,11,True,others,2.0,Apache-2.0,,
92,sferes2,sferes2/sferes2,https://github.com/sferes2/sferes2,https://github.com/sferes2/sferes2,2014-04-14 16:13:17,2022-07-11 19:57:13,2021-03-26 16:14:39,265,,34.0,23.0,46.0,15.0,49.0,163,,,,,,"A lightweight, generic C++11 framework for evolutionary computation.",,,9.0,11,False,others,2.0,,,
93,karoo_gp,kstaats/karoo_gp,https://github.com/kstaats/karoo_gp,https://github.com/kstaats/karoo_gp,2015-10-22 10:29:52,2022-10-31 06:43:54,2022-10-31 06:43:43,286,,62.0,28.0,54.0,19.0,27.0,161,,,,,,A Genetic Programming platform for Python with TensorFlow for wicked-fast CPU and GPU support.,,,5.0,11,False,others,2.0,,,
94,evoplex,evoplex/evoplex,https://github.com/evoplex/evoplex,https://github.com/evoplex/evoplex,2017-08-03 15:10:34,2019-09-17 05:57:29,2019-07-29 20:32:11,1003,,23.0,12.0,29.0,7.0,12.0,135,2018-10-23 00:57:18,0.2.1,5857.0,77.0,4.0,"Evoplex is a fast, robust and extensible platform for developing agent-based models and multi-agent systems on..",,,7.0,11,False,others,2.0,,,
95,GEFEST,aimclub/GEFEST,https://github.com/aimclub/GEFEST,https://github.com/aimclub/GEFEST,2021-11-03 14:39:42,2024-12-27 16:50:36,2024-12-27 16:50:36,41,1.0,9.0,5.0,61.0,8.0,10.0,56,2024-08-02 09:36:06,0.2.0,,,2.0,Toolbox for the generative design of geometrically-encoded physical objects using numerical modelling and evolutionary..,2.0,2.0,10.0,11,False,others,2.0,BSD-3-Clause,,
96,LLaMEA,nikivanstein/LLaMEA,https://github.com/XAI-liacs/LLaMEA,https://github.com/XAI-liacs/LLaMEA,2024-06-03 13:04:53,2025-01-09 10:04:30,2024-12-17 12:50:55,100,25.0,5.0,2.0,6.0,1.0,,12,2024-12-06 09:49:52,0.9.4,,,4.0,Large Language Model Evolutionary Algorithm.,2.0,2.0,3.0,11,False,others,2.0,MIT,,XAI-liacs/LLaMEA
97,self-parking-car-evolution,trekhleb/self-parking-car-evolution,https://github.com/trekhleb/self-parking-car-evolution,https://github.com/trekhleb/self-parking-car-evolution,2021-05-13 12:43:53,2022-10-21 20:27:26,2022-10-21 20:27:26,493,,78.0,16.0,2.0,9.0,4.0,731,,,,,,Training the car to do self-parking using a genetic algorithm.,,,2.0,10,False,others,3.0,MIT,,
98,Solid,100/Solid,https://github.com/100/Solid,https://github.com/100/Solid,2017-06-12 05:02:08,2019-07-19 15:31:43,2017-09-01 00:37:38,50,,56.0,12.0,5.0,6.0,1.0,575,2017-06-19 07:34:34,0.11,,,2.0,A comprehensive gradient-free optimization framework written in Python.,,,4.0,10,False,others,3.0,MIT,,
99,SPPO,uclaml/SPPO,https://github.com/uclaml/SPPO,https://github.com/uclaml/SPPO,2024-06-13 06:13:29,2024-11-23 08:49:04,2024-11-23 08:49:04,27,1.0,44.0,17.0,4.0,14.0,6.0,452,,,,,,The official implementation of Self-Play Preference Optimization (SPPO).,,,4.0,10,True,others,3.0,Apache-2.0,,
100,FeatureSelectionGA,kaushalshetty/FeatureSelectionGA,https://github.com/kaushalshetty/FeatureSelectionGA,https://github.com/kaushalshetty/FeatureSelectionGA,2017-11-12 18:32:44,2023-02-21 22:56:56,2020-09-30 18:27:29,36,,90.0,9.0,45.0,4.0,5.0,368,,,,,,Feature Selection using Genetic Algorithm (DEAP Framework).,,,6.0,10,False,others,3.0,MIT,,
101,metaheuristics,thieu1995/metaheuristics,https://github.com/thieu1995/metaheuristics,https://github.com/thieu1995/metaheuristics,2019-05-16 13:07:01,2022-12-06 05:08:10,2022-12-06 05:08:10,62,,80.0,15.0,3.0,4.0,4.0,283,,,,,,Implement the-state-of-the-art meta-heuristic algorithms using python (numpy).,,,4.0,10,False,others,3.0,Apache-2.0,,
102,Hands-On-Genetic-Algorithms-with-Python,PacktPublishing/Hands-On-Genetic-Algorithms-with-Python,https://github.com/PacktPublishing/Hands-On-Genetic-Algorithms-with-Python,https://github.com/PacktPublishing/Hands-On-Genetic-Algorithms-with-Python,2019-03-01 04:45:38,2023-01-30 10:14:05,2023-01-30 10:14:05,43,,141.0,15.0,4.0,1.0,4.0,270,,,,,,"Hands-On Genetic Algorithms with Python, Published by Packt.",,,5.0,10,False,others,3.0,MIT,,
103,sparse-evolutionary-artificial-neural-networks,dcmocanu/sparse-evolutionary-artificial-neural-networks,https://github.com/dcmocanu/sparse-evolutionary-artificial-neural-networks,https://github.com/dcmocanu/sparse-evolutionary-artificial-neural-networks,2018-03-02 21:47:05,2021-07-21 20:27:10,2021-07-21 20:27:10,26,,60.0,23.0,1.0,1.0,1.0,247,,,,,,Always sparse. Never dense. But never say never. A Sparse Training repository for the Adaptive Sparse Connectivity..,,,,10,False,others,3.0,MIT,,
104,biteopt,avaneev/biteopt,https://github.com/avaneev/biteopt,https://github.com/avaneev/biteopt,2016-07-13 17:18:21,2024-08-21 08:16:48,2024-08-21 08:16:17,409,,9.0,14.0,,,5.0,149,,,,,,"Derivative-Free Global Optimization Algorithm (C++, Python binding) - Continuous, Discrete, TSP, NLS, MINLP.",,,,10,True,others,3.0,MIT,,
105,EC-A-Modern-Perspective,Evolutionary-Intelligence/EC-A-Modern-Perspective,https://github.com/Evolutionary-Intelligence/EvolutionaryComputation-A-Modern-Perspective-ECAMP,https://github.com/Evolutionary-Intelligence/EvolutionaryComputation-A-Modern-Perspective-ECAMP,2023-07-11 13:19:41,2025-01-16 16:37:08,2025-01-16 16:37:08,896,156.0,15.0,5.0,13.0,,2.0,48,,,,,,"Evolutionary Computation: A Modern Perspective |...| This is an online book, which is free-access and actively-updated..",,,7.0,10,False,others,3.0,CC0-1.0,,Evolutionary-Intelligence/EvolutionaryComputation-A-Modern-Perspective-ECAMP
106,SwarmRL,SwarmRL/SwarmRL,https://github.com/SwarmRL/SwarmRL,https://github.com/SwarmRL/SwarmRL,2023-03-08 15:15:17,2024-12-13 07:45:49,2024-12-13 07:45:49,668,6.0,9.0,1.0,80.0,8.0,10.0,33,,,,,,Multi agent reinforcement learning for intelligent active matter.,,,26.0,10,False,others,3.0,EPL-2.0,,
107,easea,EASEA/easea,https://github.com/EASEA/easea,https://github.com/EASEA/easea,2014-04-03 07:43:07,2023-10-26 12:21:28,2023-10-25 21:23:24,482,,11.0,2.0,33.0,11.0,35.0,18,2022-09-02 15:11:31,3.1.1,,,4.0,EASEA (EAsy Specification of Evolutionary Algorithms) is an Artificial Evolution platform developped by the SONIC..,,,38.0,10,False,others,3.0,AGPL-3.0,,
108,opof,opoframework/opof,https://github.com/opoframework/opof,https://github.com/opoframework/opof,2022-12-18 18:53:05,2023-07-14 19:30:28,2023-07-14 19:30:27,23,,3.0,,6.0,,,4,2023-05-20 19:35:45,0.3.1,16.0,0.0,3.0,The Open Planner Optimization Framework (OPOF).,10.0,10.0,,10,False,others,3.0,BSD-3-Clause,,
109,pba,arcelien/pba,https://github.com/arcelien/pba,https://github.com/arcelien/pba,2019-05-14 04:55:23,2019-10-27 16:50:25,2019-10-27 16:50:24,19,,84.0,20.0,8.0,11.0,19.0,505,,,,,,Efficient Learning of Augmentation Policy Schedules.,,,3.0,9,False,others,3.0,Apache-2.0,,
110,Machine-Mindset,PKU-YuanGroup/Machine-Mindset,https://github.com/PKU-YuanGroup/Machine-Mindset,https://github.com/PKU-YuanGroup/Machine-Mindset,2023-12-06 04:59:13,2024-02-02 02:53:05,2024-02-02 02:53:05,140,,22.0,7.0,2.0,,2.0,447,,,,,,An MBTI Exploration of Large Language Models.,,,4.0,9,False,others,3.0,Apache-2.0,,
111,self-organising-systems,google-research/self-organising-systems,https://github.com/google-research/self-organising-systems,https://github.com/google-research/self-organising-systems,2020-02-04 08:05:08,2024-12-16 09:37:35,2024-12-16 09:37:31,103,2.0,73.0,22.0,10.0,3.0,1.0,327,2024-02-07 10:57:46,biomaker-v1.0.0,,,1.0,,,,8.0,9,False,others,3.0,Apache-2.0,,
112,Odyssey,zju-vipa/Odyssey,https://github.com/zju-vipa/Odyssey,https://github.com/zju-vipa/Odyssey,2024-06-12 21:50:58,2025-01-12 06:52:06,2025-01-12 06:52:06,121,2.0,17.0,4.0,1.0,1.0,3.0,280,,,,,,Odyssey: Empowering Minecraft Agents with Open-World Skills.,,,5.0,9,False,others,3.0,MIT,,
113,loss-landscape-anim,logancyang/loss-landscape-anim,https://github.com/logancyang/loss-landscape-anim,https://github.com/logancyang/loss-landscape-anim,2021-01-04 21:42:13,2024-01-30 05:58:57,2024-01-30 05:38:21,64,,23.0,3.0,4.0,3.0,,142,2024-01-30 05:58:57,0.1.10,30.0,0.0,2.0,Create animations for the optimization trajectory of neural nets.,2.0,2.0,2.0,9,False,others,3.0,MIT,,
114,evoxbench,EMI-Group/evoxbench,https://github.com/EMI-Group/evoxbench,https://github.com/EMI-Group/evoxbench,2022-08-10 07:40:11,2024-09-06 02:02:58,2024-09-06 02:02:58,108,,16.0,6.0,6.0,,7.0,98,,,,,,Transforming Neural Architecture Search (NAS) into multi-objective optimization problems. A benchmark suite for..,9.0,9.0,7.0,9,False,others,3.0,Apache-2.0,,
115,Bongard-LOGO,NVlabs/Bongard-LOGO,https://github.com/NVlabs/Bongard-LOGO,https://github.com/NVlabs/Bongard-LOGO,2020-08-19 01:46:43,2022-04-20 07:51:45,2022-03-06 07:28:32,18,,11.0,13.0,6.0,3.0,4.0,51,2020-10-02 22:16:10,0.0.1,,,1.0,Bongard-LOGO is a Python code repository with the purpose of generating synthetic Bongard problems on a large scale..,3.0,3.0,3.0,9,False,others,3.0,MIT,,
116,quality-diversity.github.io,quality-diversity/quality-diversity.github.io,https://github.com/quality-diversity/quality-diversity.github.io,https://github.com/quality-diversity/quality-diversity.github.io,2019-11-02 11:50:55,2024-09-20 17:39:35,2024-09-20 17:39:35,333,,37.0,11.0,42.0,,4.0,43,,,,,,Website for Quality-Diversity optimisation algorithms.,,,30.0,9,False,others,3.0,,,
117,swarmopt,SioKCronin/swarmopt,https://github.com/SioKCronin/swarmopt,https://github.com/SioKCronin/swarmopt,2018-03-09 00:52:47,2024-06-11 19:44:43,2024-05-06 19:54:44,370,,11.0,7.0,4.0,5.0,4.0,34,,,,,,Swarm intelligence optimizer.,2.0,2.0,3.0,9,False,others,3.0,MIT,,
118,hypersweeper,automl/hypersweeper,https://github.com/automl/hypersweeper,https://github.com/automl/hypersweeper,2024-02-13 11:02:19,2025-01-08 10:04:50,2025-01-08 10:03:31,128,7.0,2.0,5.0,4.0,8.0,14.0,9,2024-12-20 15:49:12,0.2.2,,,4.0,"Hydra sweeper integration of our favorite optimization packages, utilizing ask-and-tell interfaces.",4.0,4.0,3.0,9,False,others,3.0,,,
119,NiaAML-GUI,firefly-cpp/NiaAML-GUI,https://github.com/firefly-cpp/NiaAML-GUI,https://github.com/firefly-cpp/NiaAML-GUI,2020-12-02 18:01:21,2024-08-21 11:08:45,2024-08-21 11:04:38,87,,5.0,2.0,18.0,,8.0,5,2024-08-21 11:08:45,0.3.2,,,9.0,GUI for NiaAML Python package.,2.0,2.0,6.0,9,False,others,3.0,MIT,,
120,awesome-neural-geometry,neurreps/awesome-neural-geometry,https://github.com/neurreps/awesome-neural-geometry,https://github.com/neurreps/awesome-neural-geometry,2022-07-31 01:19:57,2024-09-25 13:12:36,2024-09-25 13:12:36,126,,60.0,29.0,14.0,,1.0,943,,,,,,"A curated collection of resources and research related to the geometry of representations in the brain, deep networks,..",,,12.0,8,False,others,3.0,,,
121,alphastar,google-deepmind/alphastar,https://github.com/google-deepmind/alphastar,https://github.com/google-deepmind/alphastar,2022-08-05 14:11:00,2022-09-08 18:15:53,2022-07-21 17:51:14,42,,59.0,11.0,1.0,5.0,1.0,442,,,,,,,,,5.0,8,False,others,3.0,Apache-2.0,,
122,differentiable-plasticity,uber-research/differentiable-plasticity,https://github.com/uber-research/differentiable-plasticity,https://github.com/uber-research/differentiable-plasticity,2018-03-28 15:42:06,2019-10-23 17:26:39,2019-10-23 17:26:33,48,,69.0,27.0,,3.0,5.0,399,,,,,,Implementations of the algorithms described in Differentiable plasticity: training plastic networks with gradient..,,,2.0,8,False,others,3.0,,,
123,OmniTokenizer,FoundationVision/OmniTokenizer,https://github.com/FoundationVision/OmniTokenizer,https://github.com/FoundationVision/OmniTokenizer,2024-06-13 15:08:47,2024-07-09 17:00:57,2024-07-09 17:00:51,15,,7.0,5.0,1.0,8.0,11.0,268,,,,,,[NeurIPS 2024]OmniTokenizer: one model and one weight for image-video joint tokenization.,,,3.0,8,False,others,3.0,MIT,,
124,EPG,openai/EPG,https://github.com/openai/EPG,https://github.com/openai/EPG,2018-02-23 00:54:49,2018-11-22 06:05:34,2018-11-22 06:05:33,3,,56.0,15.0,3.0,6.0,1.0,248,,,,,,Code for the paper Evolved Policy Gradients.,,,3.0,8,False,others,3.0,MIT,,
125,Awesome-Evolutionary-Reinforcement-Learning,yeshenpy/Awesome-Evolutionary-Reinforcement-Learning,https://github.com/yeshenpy/Awesome-Evolutionary-Reinforcement-Learning,https://github.com/yeshenpy/Awesome-Evolutionary-Reinforcement-Learning,2023-05-25 16:31:42,2024-08-18 13:09:31,2024-08-18 13:09:30,101,,26.0,7.0,3.0,4.0,,235,,,,,,Research Papers and Code Repository on the Integration of Evolutionary Algorithms and Reinforcement Learning.,,,3.0,8,False,others,3.0,,,
126,NSGA-II,baopng/NSGA-II,https://github.com/baopng/NSGA-II,https://github.com/baopng/NSGA-II,2018-05-01 10:18:39,2024-07-11 02:38:49,2024-07-11 02:38:49,13,,49.0,5.0,2.0,,8.0,198,,,,,,Implementation of NSGA-II algorithm in form of a python library.,6.0,6.0,4.0,8,False,others,3.0,,,
127,fractal,Sohl-Dickstein/fractal,https://github.com/Sohl-Dickstein/fractal,https://github.com/Sohl-Dickstein/fractal,2024-02-09 04:25:12,2024-02-12 17:45:05,2024-02-12 17:45:05,18,,24.0,3.0,,1.0,1.0,190,,,,,,The boundary of neural network trainability is fractal.,,,,8,False,others,3.0,MIT,,
128,LLM4Opt,FeiLiu36/LLM4Opt,https://github.com/FeiLiu36/LLM4Opt,https://github.com/FeiLiu36/LLM4Opt,2024-03-13 06:12:27,2024-10-31 05:57:09,2024-10-31 05:57:09,110,5.0,21.0,4.0,5.0,,5.0,185,,,,,,A Collection on Large Language Models for Optimization.,,,5.0,8,False,others,3.0,,,
129,minimax,facebookresearch/minimax,https://github.com/facebookresearch/minimax,https://github.com/facebookresearch/minimax,2023-10-28 12:12:01,2024-08-24 17:24:37,2024-08-24 17:24:36,6,,16.0,6.0,6.0,3.0,2.0,175,2023-11-22 03:40:55,0.1.0,,,1.0,Efficient baselines for autocurricula in JAX.,2.0,2.0,3.0,8,False,others,3.0,Apache-2.0,,
130,ELM,OpenDriveLab/ELM,https://github.com/OpenDriveLab/ELM,https://github.com/OpenDriveLab/ELM,2024-02-22 21:50:05,2025-01-02 11:57:24,2025-01-02 11:57:19,55,4.0,12.0,12.0,1.0,,19.0,166,,,,,,[ECCV 2024] Embodied Understanding of Driving Scenarios.,,,6.0,8,False,others,3.0,,,
131,DeepACO,henry-yeh/DeepACO,https://github.com/henry-yeh/DeepACO,https://github.com/henry-yeh/DeepACO,2023-02-06 05:59:47,2024-09-29 13:25:54,2024-09-29 13:25:54,120,,21.0,4.0,1.0,,3.0,142,,,,,,[NeurIPS 2023] DeepACO: Neural-enhanced Ant Systems for Combinatorial Optimization.,,,2.0,8,False,others,3.0,MIT,,
132,GeneticAlgorithmForFeatureSelection,renatoosousa/GeneticAlgorithmForFeatureSelection,https://github.com/renatoosousa/GeneticAlgorithmForFeatureSelection,https://github.com/renatoosousa/GeneticAlgorithmForFeatureSelection,2018-05-17 02:16:56,2020-05-26 18:32:37,2018-05-24 15:53:19,15,,30.0,3.0,2.0,3.0,3.0,110,,,,,,Search the best feature subset for you classification mode.,,,,8,False,others,3.0,MIT,,
133,EoH,FeiLiu36/EoH,https://github.com/FeiLiu36/EoH,https://github.com/FeiLiu36/EoH,2024-03-28 03:25:22,2024-10-31 06:03:00,2024-10-31 06:03:00,86,3.0,13.0,4.0,2.0,1.0,12.0,108,,,,,,Evolution of Heuristics.,,,4.0,8,False,others,3.0,MIT,,
134,Pearl,09tangriro/Pearl,https://github.com/0xprofessooor/Pearl,https://github.com/0xprofessooor/Pearl,2021-09-08 12:44:21,2022-05-09 12:55:24,2022-05-09 12:54:45,609,,1.0,2.0,7.0,4.0,,56,2022-05-09 12:55:24,0.4.1,,,8.0,Adaptable tools to make reinforcement learning and evolutionary computation algorithms.,2.0,2.0,2.0,8,False,others,3.0,MIT,,0xprofessooor/Pearl
135,controllable-ncas,shyamsn97/controllable-ncas,https://github.com/shyamsn97/controllable-ncas,https://github.com/shyamsn97/controllable-ncas,2022-02-08 22:17:11,2022-05-31 03:57:53,2022-05-31 03:57:46,30,,5.0,5.0,1.0,1.0,,55,,,,,,Code for Goal-Guided Neural Cellular Automata: Learning to Control Self-Organising Systems.,,,,8,False,others,3.0,MIT,,
136,automated-interpretability,openai/automated-interpretability,https://github.com/openai/automated-interpretability,https://github.com/openai/automated-interpretability,2023-05-08 21:24:11,2024-03-06 18:40:46,2024-03-06 18:40:46,27,,107.0,16.0,18.0,9.0,11.0,988,,,,,,,,,9.0,7,False,others,3.0,,,
137,multiagent-competition,openai/multiagent-competition,https://github.com/openai/multiagent-competition,https://github.com/openai/multiagent-competition,2017-10-11 15:29:00,2023-04-02 11:57:48,2018-11-22 06:05:35,4,,146.0,47.0,3.0,11.0,2.0,806,,,,,,Code for the paper Emergent Complexity via Multi-agent Competition.,,,3.0,7,False,others,3.0,,,
